Ticker,Current Stock Price,Expiration,DTE,Strike,Option Type,Option Symbol,Bid,Ask,Delta,OTM,Premium,Capital Required,Return on Capital,Assignment Proxy,Weekly Income Estimate,Annual Yield,Spread%,Volume,Open Interest,Current IV,Next Earnings Date,Days To Earnings,Earnings Risk,SMA20,SMA50,20D Return,Trend,HV Rank,RSI,Beta,Strategy Mode,Premium Score,Delta Score,OTM Score,Liquidity Score,Earnings Score,ROC Score,Target Delta,Target OTM,Score,IV Percentile (Scan),Owned Position,Final Score
SPCX,142.67,2026-09-04,4,146.0,CALL,SPCX260904C00146000,2.33,2.38,0.362,0.0233,233.0,14267.0,0.0163,0.362,233.0,1.4902,0.0212,1399,1238,0.5642,,,NO,,,,unknown,,,,income,0.233,0.9539,0.9336,0.9292,1.0,0.5444,0.38,0.025,0.6796,43.6,False,0.6388
HPE,52.72,2026-09-04,4,55.0,CALL,HPE260904C00055000,2.05,2.13,0.397,0.0433,205.0,5271.5,0.0389,0.397,205.0,3.5486,0.0383,114,3680,1.2334,,,NO,54.42,49.58,0.0921,neutral,0.3522,47.5,2.514,income,0.205,0.954,0.2661,0.6579,1.0,1.0,0.38,0.025,0.658,98.2,False,0.633
HOOD,101.69,2026-09-04,4,104.0,CALL,HOOD260904C00104000,1.88,1.97,0.378,0.0227,188.0,10169.0,0.0185,0.378,188.0,1.687,0.0468,141,850,0.6118,2026-11-04,65.0,NO,98.22,101.37,0.2045,neutral,0.5013,59.2,2.285,income,0.188,0.9954,0.9086,0.6499,1.0,0.6163,0.38,0.025,0.6446,49.1,False,0.6299
CRM,257.18,2026-09-04,4,265.0,CALL,CRM260904C00265000,3.05,3.35,0.305,0.0304,305.0,25718.0,0.0119,0.305,305.0,1.0822,0.0938,294,695,0.5217,,,NO,203.58,180.89,0.3912,up,0.9535,81.4,0.129,income,0.305,0.8017,0.7837,0.5686,1.0,0.3953,0.38,0.025,0.5701,40.0,False,0.6206
AMZN,260.4,2026-09-04,4,265.0,CALL,AMZN260904C00265000,2.08,2.14,0.317,0.0176,208.0,26040.4,0.008,0.317,208.0,0.7289,0.0284,1607,5961,0.3284,2026-10-29,59.0,NO,266.88,251.66,-0.019,neutral,0.9294,43.5,1.313,income,0.208,0.8345,0.706,0.9052,1.0,0.2663,0.38,0.025,0.5707,16.4,False,0.6169
ORCL,148.52,2026-09-04,4,152.5,CALL,ORCL260904C00152500,2.32,2.45,0.346,0.0268,232.0,14852.5,0.0156,0.346,232.0,1.4253,0.0545,320,1585,0.5789,,,NO,146.98,141.4,0.1615,up,0.1386,53.4,2.672,income,0.232,0.9102,0.9295,0.7583,1.0,0.5207,0.38,0.025,0.6391,45.5,False,0.6047
CVX,206.96,2026-09-04,4,210.0,CALL,CVX260904C00210000,2.05,2.07,0.356,0.0147,205.0,20696.0,0.0099,0.356,205.0,0.9039,0.0097,1536,3151,0.3467,2026-10-30,60.0,NO,197.07,186.2,0.0345,up,0.6384,78.6,-0.907,income,0.205,0.9375,0.5876,0.9676,1.0,0.3302,0.38,0.025,0.6023,18.2,False,0.6027
NVDA,218.57,2026-09-04,4,222.5,CALL,NVDA260904C00222500,1.7,1.76,0.312,0.018,170.0,21857.38,0.0078,0.312,170.0,0.7097,0.0347,4077,18489,0.3247,2026-11-18,79.0,NO,218.05,208.42,0.0837,neutral,0.9383,44.7,2.086,income,0.17,0.8206,0.7185,0.8844,1.0,0.2593,0.38,0.025,0.5542,14.5,False,0.5979
GDX,97.28,2026-09-04,4,99.0,CALL,GDX260904C00099000,1.59,1.76,0.391,0.0177,159.0,9728.0,0.0163,0.391,159.0,1.4914,0.1015,207,241,0.5322,,,NO,92.85,82.42,0.3448,up,0.5594,63.0,2.316,income,0.159,0.9712,0.7072,0.3073,1.0,0.5448,0.38,0.025,0.5473,41.8,False,0.578
MSFT,508.3,2026-09-04,4,515.0,CALL,MSFT260904C00515000,3.5,3.65,0.335,0.0132,350.0,50830.5,0.0069,0.335,350.0,0.6283,0.042,209,2390,0.2719,2026-10-28,58.0,NO,492.75,429.97,0.1071,up,0.3105,59.5,0.941,income,0.35,0.8814,0.5268,0.7169,1.0,0.2295,0.38,0.025,0.5665,9.1,False,0.5742
GOOGL,339.69,2026-09-04,4,345.0,CALL,GOOGL260904C00345000,2.48,2.59,0.322,0.0156,248.0,33969.0,0.0073,0.322,248.0,0.6662,0.0434,386,6170,0.2993,2026-10-28,58.0,NO,350.27,349.78,-0.0268,neutral,0.5846,42.5,1.454,income,0.248,0.8476,0.6253,0.8449,1.0,0.2434,0.38,0.025,0.5633,10.9,False,0.5733
GLD,405.29,2026-09-04,4,410.0,CALL,GLD260904C00410000,2.6,2.79,0.342,0.0116,260.0,40529.0,0.0064,0.342,260.0,0.5854,0.0705,226,23537,0.2507,,,NO,404.83,386.07,0.1005,up,0.3855,55.8,1.031,income,0.26,0.9008,0.4649,0.6345,1.0,0.2138,0.38,0.025,0.525,5.5,False,0.5488
QCOM,168.76,2026-09-04,4,172.5,CALL,QCOM260904C00172500,2.04,2.14,0.34,0.0221,204.0,16876.5,0.0121,0.34,204.0,1.103,0.0478,389,435,0.4661,,,NO,161.8,173.51,0.1123,neutral,0.2349,43.1,3.14,income,0.204,0.8942,0.8853,0.6954,1.0,0.4029,0.38,0.025,0.592,23.6,False,0.5483
QQQ,714.46,2026-09-04,4,722.0,CALL,QQQ260904C00722000,2.4,2.45,0.28,0.0106,240.0,71446.0,0.0034,0.28,240.0,0.3065,0.0206,262,3886,0.1611,,,NO,717.94,712.05,0.0413,neutral,0.3889,44.9,1.7,income,0.24,0.7381,0.4221,0.8278,1.0,0.112,0.38,0.025,0.4925,3.6,False,0.4967
