Ticker,Current Stock Price,Expiration,DTE,Strike,Option Type,Option Symbol,Bid,Ask,Delta,OTM,Premium,Capital Required,Return on Capital,Assignment Proxy,Weekly Income Estimate,Annual Yield,Spread%,Volume,Open Interest,Current IV,Next Earnings Date,Days To Earnings,Earnings Risk,SMA20,SMA50,20D Return,Trend,HV Rank,RSI,Beta,Strategy Mode,Premium Score,Delta Score,OTM Score,Liquidity Score,Earnings Score,ROC Score,Target Delta,Target OTM,Score,IV Percentile (Scan),Owned Position,Final Score
ARM,272.12,2026-07-24,4,290.0,CALL,ARM260724C00290000,7.55,8.0,0.321,0.0657,755.0,27212.0,0.0277,0.321,755.0,2.5317,0.0579,1287,454,1.1484,,,NO,328.3,316.22,-0.3621,neutral,0.539,30.1,3.978,income,0.755,0.845,0.0,0.6773,1.0,0.9248,0.38,0.025,0.7484,80.3,False,0.7005
DDOG,268.2,2026-07-24,4,275.0,CALL,DDOG260724C00275000,5.25,5.7,0.376,0.0254,525.0,26819.5,0.0196,0.376,525.0,1.7862,0.0822,421,267,0.6661,,,NO,249.92,233.2,0.1415,up,0.2728,68.1,0.745,income,0.525,0.9889,0.9851,0.5262,1.0,0.6525,0.38,0.025,0.7288,34.6,False,0.6966
MSFT,401.96,2026-07-24,4,407.5,CALL,MSFT260724C00407500,4.95,5.3,0.388,0.0138,495.0,40196.01,0.0123,0.388,495.0,1.1237,0.0683,666,1574,0.4105,2026-07-29,9.0,NO,381.16,401.31,0.0393,neutral,0.7003,71.2,0.651,income,0.495,0.9787,0.5513,0.7724,1.0,0.4105,0.38,0.025,0.671,11.8,False,0.6652
PLTR,135.41,2026-07-24,4,138.0,CALL,PLTR260724C00138000,2.28,2.3,0.382,0.0191,228.0,13541.15,0.0168,0.382,228.0,1.5364,0.0087,13499,2195,0.5356,2026-08-03,14.0,NO,125.25,132.48,0.0134,neutral,0.5466,78.0,1.137,income,0.228,0.9944,0.7646,0.9709,1.0,0.5613,0.38,0.025,0.681,22.8,False,0.6542
SHOP,127.04,2026-07-24,4,130.0,CALL,SHOP260724C00130000,2.2,2.32,0.37,0.0233,220.0,12704.0,0.0173,0.37,220.0,1.5802,0.0531,914,3930,0.5908,2026-08-05,16.0,NO,118.31,112.25,0.1431,up,0.2958,66.6,1.304,income,0.22,0.9729,0.932,0.823,1.0,0.5772,0.38,0.025,0.6698,29.9,False,0.6531
CRM,174.26,2026-07-24,4,177.5,CALL,CRM260724C00177500,3.15,3.35,0.394,0.0186,315.0,17426.0,0.0181,0.394,315.0,1.6495,0.0615,421,844,0.5715,,,NO,161.87,171.36,0.1016,neutral,0.466,69.9,-0.076,income,0.315,0.9631,0.7437,0.7949,1.0,0.6025,0.38,0.025,0.677,26.0,False,0.6435
INTC,98.56,2026-07-24,4,104.0,CALL,INTC260724C00104000,4.5,4.65,0.395,0.0552,450.0,9856.0,0.0457,0.395,450.0,4.1662,0.0328,565,5537,1.4746,2026-07-23,3.0,YES,119.49,117.27,-0.2152,neutral,0.6204,25.7,3.245,income,0.45,0.9615,0.0,0.8907,0.0,1.0,0.38,0.025,0.6477,99.2,False,0.6299
HOOD,100.9,2026-07-24,4,104.0,CALL,HOOD260724C00104000,1.9,1.99,0.352,0.0307,190.0,10090.0,0.0188,0.352,190.0,1.7183,0.0463,1803,564,0.6826,2026-07-29,9.0,NO,107.29,93.02,-0.0498,neutral,0.5539,54.9,2.496,income,0.19,0.9262,0.7711,0.7573,1.0,0.6277,0.38,0.025,0.6373,40.9,False,0.6257
NVDA,204.09,2026-07-24,4,207.5,CALL,NVDA260724C00207500,2.21,2.23,0.352,0.0167,221.0,20409.0,0.0108,0.352,221.0,0.9881,0.009,25368,33910,0.3838,2026-08-26,37.0,NO,202.12,209.81,-0.009,neutral,0.6398,55.5,1.822,income,0.221,0.9275,0.6683,0.97,1.0,0.361,0.38,0.025,0.6181,7.1,False,0.6193
ADBE,235.22,2026-07-24,4,240.0,CALL,ADBE260724C00240000,3.35,3.75,0.366,0.0203,335.0,23522.0,0.0142,0.366,335.0,1.2996,0.1127,523,846,0.5066,2026-09-10,52.0,NO,213.88,230.57,0.2087,neutral,0.5244,81.0,0.157,income,0.335,0.9631,0.8129,0.6244,1.0,0.4747,0.38,0.025,0.6378,21.3,False,0.6075
AAPL,324.89,2026-07-24,4,330.0,CALL,AAPL260724C00330000,2.2,2.26,0.312,0.0157,220.0,32488.5,0.0068,0.312,220.0,0.6179,0.0269,12746,8597,0.2843,2026-07-30,10.0,NO,305.52,302.63,0.1277,up,0.9269,89.9,0.672,income,0.22,0.8198,0.6298,0.9103,1.0,0.2257,0.38,0.025,0.5571,1.6,False,0.5958
SNOW,275.3,2026-07-24,4,285.0,CALL,SNOW260724C00285000,4.35,4.7,0.321,0.0352,435.0,27530.5,0.0158,0.321,435.0,1.4418,0.0773,293,615,0.6506,,,NO,254.46,223.14,0.1466,up,0.1196,78.6,0.567,income,0.435,0.8437,0.5914,0.5925,1.0,0.5267,0.38,0.025,0.6254,33.1,False,0.5865
AMZN,250.4,2026-07-24,4,255.0,CALL,AMZN260724C00255000,2.14,2.16,0.318,0.0184,214.0,25040.0,0.0085,0.318,214.0,0.7799,0.0093,7496,6275,0.3428,2026-07-30,10.0,NO,242.06,252.13,0.041,neutral,0.5581,71.0,1.304,income,0.214,0.8361,0.7348,0.969,1.0,0.2849,0.38,0.025,0.5887,6.3,False,0.5864
BABA,121.34,2026-07-24,4,124.0,CALL,BABA260724C00124000,1.53,1.6,0.345,0.0219,153.0,12134.0,0.0126,0.345,153.0,1.1506,0.0447,804,433,0.4761,2026-08-28,39.0,NO,104.66,117.84,0.0701,neutral,0.6896,83.0,1.357,income,0.153,0.9076,0.8769,0.7133,1.0,0.4203,0.38,0.025,0.5864,14.2,False,0.5851
ZS,153.2,2026-07-24,4,157.5,CALL,ZS260724C00157500,2.7,3.0,0.357,0.0281,270.0,15320.0,0.0176,0.357,270.0,1.6082,0.1053,259,265,0.6467,,,NO,139.96,143.63,0.2055,neutral,0.2276,69.7,0.56,income,0.27,0.9391,0.8773,0.3427,1.0,0.5875,0.38,0.025,0.5995,30.7,False,0.5667
CVX,190.24,2026-07-24,4,192.5,CALL,CVX260724C00192500,1.5,1.65,0.363,0.0119,150.0,19024.5,0.0079,0.363,150.0,0.7195,0.0952,500,2685,0.294,2026-07-31,11.0,NO,174.69,181.56,0.0552,neutral,0.7517,71.6,-0.969,income,0.15,0.956,0.4741,0.6825,1.0,0.2628,0.38,0.025,0.5243,3.9,False,0.5377
UNH,423.42,2026-07-24,4,430.0,CALL,UNH260724C00430000,2.9,3.15,0.32,0.0156,290.0,42341.5,0.0068,0.32,290.0,0.625,0.0826,1662,1792,0.2943,,,NO,420.19,401.69,0.0665,up,0.0809,55.8,0.218,income,0.29,0.8421,0.6221,0.7245,1.0,0.2283,0.38,0.025,0.5518,4.7,False,0.5316
VST,158.07,2026-07-24,4,162.5,CALL,VST260724C00162500,1.91,2.15,0.317,0.028,191.0,15807.0,0.0121,0.317,191.0,1.1026,0.1182,220,1582,0.5139,,,NO,159.1,153.81,-0.02,neutral,0.1494,35.9,1.278,income,0.191,0.8337,0.879,0.4709,1.0,0.4028,0.38,0.025,0.541,22.0,False,0.5105
HD,332.13,2026-07-24,4,340.0,CALL,HD260724C00340000,1.73,1.95,0.248,0.0237,173.0,33213.0,0.0052,0.248,173.0,0.4753,0.1196,123,282,0.3132,,,NO,342.58,325.11,0.0348,neutral,0.9578,45.3,0.903,income,0.173,0.6524,0.9478,0.1994,1.0,0.1736,0.38,0.025,0.4193,5.5,False,0.503
ANET,171.11,2026-07-24,4,180.0,CALL,ANET260724C00180000,1.97,2.2,0.245,0.052,197.0,17111.0,0.0115,0.245,197.0,1.0506,0.1103,493,578,0.6599,,,NO,170.85,160.66,0.0223,neutral,0.8436,51.7,2.002,income,0.197,0.6444,0.0,0.549,1.0,0.3838,0.38,0.025,0.4332,33.9,False,0.499
TTWO,239.99,2026-07-24,4,250.0,CALL,TTWO260724C00250000,1.55,1.65,0.205,0.0417,155.0,23999.0,0.0065,0.205,155.0,0.5893,0.0625,117,718,0.4539,,,NO,244.75,232.27,0.0379,neutral,0.416,48.0,0.574,income,0.155,0.5388,0.3316,0.5487,1.0,0.2153,0.38,0.025,0.3976,12.6,False,0.43
INTU,294.96,2026-07-24,4,310.0,CALL,INTU260724C00310000,2.75,3.0,0.222,0.051,275.0,29496.0,0.0093,0.222,275.0,0.8508,0.087,127,424,0.5894,,,NO,271.7,308.62,0.0866,neutral,0.3468,67.9,-0.048,income,0.275,0.5835,0.0,0.3644,1.0,0.3108,0.38,0.025,0.3993,29.1,False,0.4182
